hero,comic;
BLACK KNIGHT V/DANE,DEF 8;
BLACK KNIGHT V/DANE,DRSTR 178;
BLACK KNIGHT V/DANE,DRSTR2 68;
BLACK KNIGHT V/DANE,DRSTR2 69;
BLACK KNIGHT V/DANE,FF 19;
BLACK KNIGHT V/DANE,FF 25;
BLACK KNIGHT V/DANE,FF 367;
BLACK KNIGHT V/DANE,FF 368;
BLACK KNIGHT V/DANE,H2 320;
BLACK KNIGHT V/DANE,H2 321;
BLACK KNIGHT V/DANE,H2 322;
BLACK KNIGHT V/DANE,H2 323;
BLACK KNIGHT V/DANE,HFH 12;
BLACK KNIGHT V/DANE,HFH 13;
BLACK KNIGHT V/DANE,HFH 14;
BLACK KNIGHT V/DANE,HFH 15;
BLACK KNIGHT V/DANE,HFH 16;
BLACK KNIGHT V/DANE,HFH 17;
BLACK KNIGHT V/DANE,HFH 2;
BLACK KNIGHT V/DANE,HFH 3;
BLACK KNIGHT V/DANE,HFH 4;
BLACK KNIGHT V/DANE,HFH 5;
BLACK KNIGHT V/DANE,HFH 6;
BLACK KNIGHT V/DANE,HFH 7;
BLACK KNIGHT V/DANE,HFH 8;
BLACK KNIGHT V/DANE,HFH '98;
BLACK KNIGHT V/DANE,IG 2;
BLACK KNIGHT V/DANE,IM 278;
BLACK KNIGHT V/DANE,IM 279;
BLACK KNIGHT V/DANE,IW 1;
BLACK KNIGHT V/DANE,IW 2;
BLACK KNIGHT V/DANE,IW 3;
BLACK KNIGHT V/DANE,IW 4;
BLACK KNIGHT V/DANE,IW 6;
BLACK KNIGHT V/DANE,M/CP 73/3;
BLACK KNIGHT V/DANE,MEPHVS 4;
BLACK KNIGHT V/DANE,M/FAN 52;
BLACK KNIGHT V/DANE,M/FAN 53;
BLACK KNIGHT V/DANE,M/FAN 54;
BLACK KNIGHT V/DANE,MK3 41;
BLACK KNIGHT V/DANE,MK3 43;
BLACK KNIGHT V/DANE,MK3 44;
BLACK KNIGHT V/DANE,M/SH 17;
BLACK KNIGHT V/DANE,M/SH3 4/6;
BLACK KNIGHT V/DANE,NFV.S 2;
BLACK KNIGHT V/DANE,NM 40;
BLACK KNIGHT V/DANE,NW 26;
BLACK KNIGHT V/DANE,NW 27;
BLACK KNIGHT V/DANE,PM&IF 125;
BLACK KNIGHT V/DANE,PP 28;
BLACK KNIGHT V/DANE,Q 41;
BLACK KNIGHT V/DANE,Q 42;
BLACK KNIGHT V/DANE,QS 11;
BLACK KNIGHT V/DANE,QS 12;
BLACK KNIGHT V/DANE,QS 7;
BLACK KNIGHT V/DANE,ROM 65;
BLACK KNIGHT V/DANE,SOLOA 12/2;
BLACK KNIGHT V/DANE,SOLOA 4/2;
BLACK KNIGHT V/DANE,SWII 5;
BLACK KNIGHT V/DANE,SWII 8;
BLACK KNIGHT V/DANE,SWII 9;
BLACK KNIGHT V/DANE,T 17;
BLACK KNIGHT V/DANE,T 381;
BLACK KNIGHT V/DANE,T 390;
BLACK KNIGHT V/DANE,T 396;
BLACK KNIGHT V/DANE,T 397;
BLACK KNIGHT V/DANE,T 398;
BLACK KNIGHT V/DANE,T 399;
BLACK KNIGHT V/DANE,T 400;
BLACK KNIGHT V/DANE,T 447;
BLACK KNIGHT V/DANE,WCA1;
BLACK KNIGHT V/DANE,WCA 2;
BLACK KNIGHT V/DANE,WCA2 31;
BLACK KNIGHT V/DANE,WM2 13;
BLACK KNIGHT V/DANE,WM2 9;
BLACK KNIGHT V/DANE,XCAL 125;
BLACK KNIGHT V/DANE,XCAL2 1;
BLACK KNIGHT V/DANE,XCAL2 2;
BLACK KNIGHT V/DANE,XCAL2 3;
BLACK KNIGHT V/DANE,XCAL2 4;
BLACK KNIGHT V/DANE,XF 32;
BLACK KNIGHT V/DANE,XVSA 1;
BLACK KNIGHT V/DANE,XVSA 2;
BLACK KNIGHT V/DANE,XVSA 3;
BLACK KNIGHT V/DANE,XVSA 4;
BLACK KNIGHT V DOPPE,IW 3;
BLACK KNIGHT V DOPPE,MK3 43;
BLACK KNIGHT VI/PROF,MASTERS OF EVIL;
BLACK KNIGHT V STATU,A 116;
BLACK KNIGHT V STATU,A 117;
BLACK KNIGHT V STATU,A 157;
BLACK KNIGHT V STATU,A 158;
BLACK KNIGHT V STATU,A 226;
BLACK KNIGHT V STATU,DEF 10;
BLACK KNIGHT V STATU,DEF 11;
BLACK KNIGHT V STATU,DEF 4;
BLACK KNIGHT V STATU,DEF 5;
BLACK KNIGHT V STATU,DEF 6;
BLACK KNIGHT V STATU,DEF 8;
BLACK KNIGHT V STATU,DEF 9;
BLACK KNIGHT V STATU,DRSTR2 29;
BLACK KNIGHT V STATU,DRSTR2 37;
BLACK LAMA,IM 53;
BLACK LAMA,IM 71;
BLACK LAMA,IM 72;
BLACK LAMA,IM 74;
BLACK LAMA,IM 75;
BLACK LAMA,IM 77;
BLACK LAMA,IM 80;
BLACK LAMA,IM 81;
BLACK MAMBA/TANYA SE,A 274;
BLACK MAMBA/TANYA SE,CA 307;
BLACK MAMBA/TANYA SE,CA 308;
BLACK MAMBA/TANYA SE,CA 310;
BLACK MAMBA/TANYA SE,CA 311;
BLACK MAMBA/TANYA SE,CA 313;
BLACK MAMBA/TANYA SE,CA 315;
BLACK MAMBA/TANYA SE,CA 319;
BLACK MAMBA/TANYA SE,CA 341/3;
BLACK MAMBA/TANYA SE,CA 342;
BLACK MAMBA/TANYA SE,CA 365/2;
BLACK MAMBA/TANYA SE,CA 367/2;
BLACK MAMBA/TANYA SE,CA 368;
BLACK MAMBA/TANYA SE,CA 371;
BLACK MAMBA/TANYA SE,CA 371/2;
BLACK MAMBA/TANYA SE,CA 380;
BLACK MAMBA/TANYA SE,CA 381;
BLACK MAMBA/TANYA SE,CA 382;
BLACK MAMBA/TANYA SE,CA 385/2;
BLACK MAMBA/TANYA SE,CA 386/2;
BLACK MAMBA/TANYA SE,CA 387;
BLACK MAMBA/TANYA SE,CA 388;
BLACK MAMBA/TANYA SE,CA 389;
BLACK MAMBA/TANYA SE,CA 390;
BLACK MAMBA/TANYA SE,CA 391;
BLACK MAMBA/TANYA SE,CA 392;
BLACK MAMBA/TANYA SE,CA 393;
BLACK MAMBA/TANYA SE,CA 394/2;
BLACK MAMBA/TANYA SE,CA 395;
BLACK MAMBA/TANYA SE,CA 395/2;
BLACK MAMBA/TANYA SE,CA 396/2;
BLACK MAMBA/TANYA SE,CA 397/2;
BLACK MAMBA/TANYA SE,IM 160;
BLACK MAMBA/TANYA SE,M/TIO 64;
BLACK MAMBA/TANYA SE,M/TIO 65;
BLACK MAMBA/TANYA SE,UX 13;
BLACK MARIAH,LCHFH 5;
BLACK MARIAH,PM&IF 88;
BLACK MARVEL/DAN LYO,CA 442;
BLACK MARVEL/DAN LYO,MARVELS 1;
BLACK MORAY,N 52;
BLACK MORAY,N 53;
BLACK MOUNTAIN/KUROY,ELEK 14;
BLACKOUT II/,GR3 14;
BLACKOUT II/,GR3 15;
BLACKOUT II/,GR3 2;
BLACKOUT II/,GR3 25;
BLACKOUT II/,GR3 28;
BLACKOUT II/,GR3 3;
BLACKOUT II/,GR3 31;
BLACKOUT II/,GR3 7;
BLACKOUT II/,GR3 8;
BLACKOUT II/,GR3 9;
BLACKOUT II/,MORBIUS 1;
BLACKOUT II/,SOV 1;
BLACKOUT II/,SOV 3;
BLACKOUT/MARCUS DANI,A 236;
BLACKOUT/MARCUS DANI,A 237;
BLACKOUT/MARCUS DANI,A 238;
BLACKOUT/MARCUS DANI,A 273;
BLACKOUT/MARCUS DANI,A 274;
BLACKOUT/MARCUS DANI,A 275;
BLACKOUT/MARCUS DANI,A 276;
BLACKOUT/MARCUS DANI,A 277;
BLACKOUT/MARCUS DANI,DAZZ 32;
BLACKOUT/MARCUS DANI,FF 405;
BLACKOUT/MARCUS DANI,M/SH3 12/3;
BLACKOUT/MARCUS DANI,NO 19;
BLACK PANTHER | MUTA,MX '01;
BLACK PANTHER/T'CHAL,A 100;
BLACK PANTHER/T'CHAL,A 105;
BLACK PANTHER/T'CHAL,A 106;
BLACK PANTHER/T'CHAL,A 107;
BLACK PANTHER/T'CHAL,A 108;
BLACK PANTHER/T'CHAL,A 109;
BLACK PANTHER/T'CHAL,A 110;
BLACK PANTHER/T'CHAL,A 111;
BLACK PANTHER/T'CHAL,A 112;
BLACK PANTHER/T'CHAL,A 113;
BLACK PANTHER/T'CHAL,A 114;
BLACK PANTHER/T'CHAL,A 115;
BLACK PANTHER/T'CHAL,A 116;
BLACK PANTHER/T'CHAL,A 117;
BLACK PANTHER/T'CHAL,A 118;
BLACK PANTHER/T'CHAL,A 119;
BLACK PANTHER/T'CHAL,A 121;
BLACK PANTHER/T'CHAL,A 122;
BLACK PANTHER/T'CHAL,A 123;
BLACK PANTHER/T'CHAL,A 124;
BLACK PANTHER/T'CHAL,A 125;
BLACK PANTHER/T'CHAL,A 126;
BLACK PANTHER/T'CHAL,A 137;
BLACK PANTHER/T'CHAL,A 157;
BLACK PANTHER/T'CHAL,A 159;
BLACK PANTHER/T'CHAL,A 160;
BLACK PANTHER/T'CHAL,A 161;
BLACK PANTHER/T'CHAL,A 162;
BLACK PANTHER/T'CHAL,A 164;
BLACK PANTHER/T'CHAL,A 165;
BLACK PANTHER/T'CHAL,A 169;
BLACK PANTHER/T'CHAL,A 172;
BLACK PANTHER/T'CHAL,A 173;
BLACK PANTHER/T'CHAL,A 174;
BLACK PANTHER/T'CHAL,A 175;
BLACK PANTHER/T'CHAL,A 176;
BLACK PANTHER/T'CHAL,A 177;
BLACK PANTHER/T'CHAL,A 179;
BLACK PANTHER/T'CHAL,A 18;
BLACK PANTHER/T'CHAL,A 180;
BLACK PANTHER/T'CHAL,A 181;
BLACK PANTHER/T'CHAL,A 2;
BLACK PANTHER/T'CHAL,A 211;
BLACK PANTHER/T'CHAL,A 239;
BLACK PANTHER/T'CHAL,A 280;
BLACK PANTHER/T'CHAL,A 305;
BLACK PANTHER/T'CHAL,A 306;
BLACK PANTHER/T'CHAL,A 307;
BLACK PANTHER/T'CHAL,A 308;
BLACK PANTHER/T'CHAL,A3 1;
BLACK PANTHER/T'CHAL,A3 19;
BLACK PANTHER/T'CHAL,A3 2;
BLACK PANTHER/T'CHAL,A3 20;
BLACK PANTHER/T'CHAL,A3 21;
BLACK PANTHER/T'CHAL,A3 22;
BLACK PANTHER/T'CHAL,A3 23;
BLACK PANTHER/T'CHAL,A3 3;
BLACK PANTHER/T'CHAL,A 335;
BLACK PANTHER/T'CHAL,A 336;
BLACK PANTHER/T'CHAL,A 337;
BLACK PANTHER/T'CHAL,A 338;
BLACK PANTHER/T'CHAL,A 339;
BLACK PANTHER/T'CHAL,A3 4;
BLACK PANTHER/T'CHAL,A3 43;
BLACK PANTHER/T'CHAL,A 356;
BLACK PANTHER/T'CHAL,A 394;
BLACK PANTHER/T'CHAL,A 400;
BLACK PANTHER/T'CHAL,A 51;
BLACK PANTHER/T'CHAL,A 52;
BLACK PANTHER/T'CHAL,A 53;
BLACK PANTHER/T'CHAL,A 54;
BLACK PANTHER/T'CHAL,A 55;
BLACK PANTHER/T'CHAL,A 56;
BLACK PANTHER/T'CHAL,A 57;
BLACK PANTHER/T'CHAL,A 58;
BLACK PANTHER/T'CHAL,A 59;
BLACK PANTHER/T'CHAL,A 60;
BLACK PANTHER/T'CHAL,A 61;
BLACK PANTHER/T'CHAL,A 62;
BLACK PANTHER/T'CHAL,A 63;
BLACK PANTHER/T'CHAL,A 64;
BLACK PANTHER/T'CHAL,A 65;
BLACK PANTHER/T'CHAL,A 68;
BLACK PANTHER/T'CHAL,A 69;
BLACK PANTHER/T'CHAL,A 70;
BLACK PANTHER/T'CHAL,A 71;
BLACK PANTHER/T'CHAL,A 73;
BLACK PANTHER/T'CHAL,A 74;
BLACK PANTHER/T'CHAL,A 75;
BLACK PANTHER/T'CHAL,A 76;
BLACK PANTHER/T'CHAL,A 77;
BLACK PANTHER/T'CHAL,A 78;
BLACK PANTHER/T'CHAL,A 79;
BLACK PANTHER/T'CHAL,A 8;
BLACK PANTHER/T'CHAL,A 80;
BLACK PANTHER/T'CHAL,A 81;
BLACK PANTHER/T'CHAL,A 82;
BLACK PANTHER/T'CHAL,A 83;
BLACK PANTHER/T'CHAL,A 84;
BLACK PANTHER/T'CHAL,A 85;
BLACK PANTHER/T'CHAL,A 86;
BLACK PANTHER/T'CHAL,A 87;
BLACK PANTHER/T'CHAL,A 88;
BLACK PANTHER/T'CHAL,A 99;
BLACK PANTHER/T'CHAL,AR 1;
BLACK PANTHER/T'CHAL,ASM 25;
BLACK PANTHER/T'CHAL,AT 6/2;
BLACK PANTHER/T'CHAL,AT 7/2;
BLACK PANTHER/T'CHAL,AWC 47;
BLACK PANTHER/T'CHAL,BP 1;
BLACK PANTHER/T'CHAL,BP 10;
BLACK PANTHER/T'CHAL,BP 11;
BLACK PANTHER/T'CHAL,BP 12;
BLACK PANTHER/T'CHAL,BP 13;
BLACK PANTHER/T'CHAL,BP 14;
BLACK PANTHER/T'CHAL,BP 15;
BLACK PANTHER/T'CHAL,BP 2;
BLACK PANTHER/T'CHAL,BP2 1;
BLACK PANTHER/T'CHAL,BP2 2;
BLACK PANTHER/T'CHAL,BP2 3;
BLACK PANTHER/T'CHAL,BP2 4;
BLACK PANTHER/T'CHAL,BP 3;
BLACK PANTHER/T'CHAL,BP3 1;
BLACK PANTHER/T'CHAL,BP3 10;
BLACK PANTHER/T'CHAL,BP3 11;
BLACK PANTHER/T'CHAL,BP3 12;
BLACK PANTHER/T'CHAL,BP3 13;
BLACK PANTHER/T'CHAL,BP3 14;
BLACK PANTHER/T'CHAL,BP3 15;
BLACK PANTHER/T'CHAL,BP3 16;
BLACK PANTHER/T'CHAL,BP3 17;
BLACK PANTHER/T'CHAL,BP3 18;
BLACK PANTHER/T'CHAL,BP3 19;
BLACK PANTHER/T'CHAL,BP3 19/2;
BLACK PANTHER/T'CHAL,BP3 2;
BLACK PANTHER/T'CHAL,BP3 20;
BLACK PANTHER/T'CHAL,BP3 21;
BLACK PANTHER/T'CHAL,BP3 22;
BLACK PANTHER/T'CHAL,BP3 23;
BLACK PANTHER/T'CHAL,BP3 24;
BLACK PANTHER/T'CHAL,BP3 25;
BLACK PANTHER/T'CHAL,BP3 26;
BLACK PANTHER/T'CHAL,BP3 27;
BLACK PANTHER/T'CHAL,BP3 28;
BLACK PANTHER/T'CHAL,BP3 29;
BLACK PANTHER/T'CHAL,BP3 3;
BLACK PANTHER/T'CHAL,BP3 30;
BLACK PANTHER/T'CHAL,BP3 31;
BLACK PANTHER/T'CHAL,BP3 32;
BLACK PANTHER/T'CHAL,BP3 33;
BLACK PANTHER/T'CHAL,BP3 34;
BLACK PANTHER/T'CHAL,BP3 4;
BLACK PANTHER/T'CHAL,BP3 5;
BLACK PANTHER/T'CHAL,BP3 6;
BLACK PANTHER/T'CHAL,BP3 7;
BLACK PANTHER/T'CHAL,BP3 8;
BLACK PANTHER/T'CHAL,BP3 9;
BLACK PANTHER/T'CHAL,BP 4;
BLACK PANTHER/T'CHAL,BP 5;
BLACK PANTHER/T'CHAL,BP 6;
BLACK PANTHER/T'CHAL,BP 7;
BLACK PANTHER/T'CHAL,BP 8;
BLACK PANTHER/T'CHAL,BP 9;
BLACK PANTHER/T'CHAL,C2 54;
BLACK PANTHER/T'CHAL,CA 100;
BLACK PANTHER/T'CHAL,CA 113;
BLACK PANTHER/T'CHAL,CA 114;
BLACK PANTHER/T'CHAL,CA 121;
BLACK PANTHER/T'CHAL,CA 169;
BLACK PANTHER/T'CHAL,CA 170;
BLACK PANTHER/T'CHAL,CA 171;
BLACK PANTHER/T'CHAL,CA3 3;
BLACK PANTHER/T'CHAL,CA 342;
BLACK PANTHER/T'CHAL,CM 27;
BLACK PANTHER/T'CHAL,CM 28;
BLACK PANTHER/T'CHAL,CM 31;
BLACK PANTHER/T'CHAL,CM 32;
BLACK PANTHER/T'CHAL,CM 33;
BLACK PANTHER/T'CHAL,COC 1;
BLACK PANTHER/T'CHAL,COC 3;
BLACK PANTHER/T'CHAL,DAMCON3 4;
BLACK PANTHER/T'CHAL,DD 245;
BLACK PANTHER/T'CHAL,DD2 8;
BLACK PANTHER/T'CHAL,DD 4;
BLACK PANTHER/T'CHAL,DD 52;
BLACK PANTHER/T'CHAL,DD 69;
BLACK PANTHER/T'CHAL,DD 92;
BLACK PANTHER/T'CHAL,DD 99;
BLACK PANTHER/T'CHAL,DEF 10;
BLACK PANTHER/T'CHAL,DEF 11;
BLACK PANTHER/T'CHAL,DEF 84;
BLACK PANTHER/T'CHAL,DEF 85;
BLACK PANTHER/T'CHAL,DEF 86;
BLACK PANTHER/T'CHAL,DEF 9;
BLACK PANTHER/T'CHAL,DPOOL3 44;
BLACK PANTHER/T'CHAL,FF 119;
BLACK PANTHER/T'CHAL,FF2 12;
BLACK PANTHER/T'CHAL,FF 22;
BLACK PANTHER/T'CHAL,FF2 4;
BLACK PANTHER/T'CHAL,FF 241;
BLACK PANTHER/T'CHAL,FF2 5;
BLACK PANTHER/T'CHAL,FF2 6;
BLACK PANTHER/T'CHAL,FF 311;
BLACK PANTHER/T'CHAL,FF 312;
BLACK PANTHER/T'CHAL,FF 313;
BLACK PANTHER/T'CHAL,FF3 27;
BLACK PANTHER/T'CHAL,FF 390;
BLACK PANTHER/T'CHAL,FF 391;
BLACK PANTHER/T'CHAL,FF 392;
BLACK PANTHER/T'CHAL,FF 400/2;
BLACK PANTHER/T'CHAL,FF 416;
BLACK PANTHER/T'CHAL,FF 5;
BLACK PANTHER/T'CHAL,FF 52;
BLACK PANTHER/T'CHAL,FF 53;
BLACK PANTHER/T'CHAL,FF 54;
BLACK PANTHER/T'CHAL,FF 56;
BLACK PANTHER/T'CHAL,FF 60;
BLACK PANTHER/T'CHAL,FFOR 1;
BLACK PANTHER/T'CHAL,FFOR 10;
BLACK PANTHER/T'CHAL,FFOR 10/2;
BLACK PANTHER/T'CHAL,FFOR 11;
BLACK PANTHER/T'CHAL,FFOR 12;
BLACK PANTHER/T'CHAL,FFOR 13;
BLACK PANTHER/T'CHAL,FFOR 14;
BLACK PANTHER/T'CHAL,FFOR 15;
BLACK PANTHER/T'CHAL,FFOR 4;
BLACK PANTHER/T'CHAL,FFOR 5;
BLACK PANTHER/T'CHAL,GENX 59;
BLACK PANTHER/T'CHAL,H2 128;
BLACK PANTHER/T'CHAL,H2 278;
BLACK PANTHER/T'CHAL,H2 279;
BLACK PANTHER/T'CHAL,HR:R 4;
BLACK PANTHER/T'CHAL,IM 5;
BLACK PANTHER/T'CHAL,INV 1;
BLACK PANTHER/T'CHAL,JA 10;
BLACK PANTHER/T'CHAL,JA 11;
BLACK PANTHER/T'CHAL,JA 12;
BLACK PANTHER/T'CHAL,JA 13;
BLACK PANTHER/T'CHAL,JA 14;
BLACK PANTHER/T'CHAL,JA 15;
BLACK PANTHER/T'CHAL,JA 16;
BLACK PANTHER/T'CHAL,JA 17;
BLACK PANTHER/T'CHAL,JA 18;
BLACK PANTHER/T'CHAL,JA 19;
BLACK PANTHER/T'CHAL,JA 20;
BLACK PANTHER/T'CHAL,JA 21;
BLACK PANTHER/T'CHAL,JA 22;
BLACK PANTHER/T'CHAL,JA 24;
BLACK PANTHER/T'CHAL,JA 6;
BLACK PANTHER/T'CHAL,JA 7;
BLACK PANTHER/T'CHAL,JA 8;
BLACK PANTHER/T'CHAL,JA 9;
BLACK PANTHER/T'CHAL,KS;
BLACK PANTHER/T'CHAL,KZ 1/2;
BLACK PANTHER/T'CHAL,KZ4 17;
BLACK PANTHER/T'CHAL,MAXSEC 3;
BLACK PANTHER/T'CHAL,M/CP 13/2;
BLACK PANTHER/T'CHAL,M/CP 14/2;
BLACK PANTHER/T'CHAL,M/CP 15/2;
BLACK PANTHER/T'CHAL,M/CP 16/2;
BLACK PANTHER/T'CHAL,M/CP 17/2;
BLACK PANTHER/T'CHAL,M/CP 18/2;
BLACK PANTHER/T'CHAL,M/CP 19/2;
BLACK PANTHER/T'CHAL,M/CP 20/2;
BLACK PANTHER/T'CHAL,M/CP 21/2;
BLACK PANTHER/T'CHAL,M/CP 22/2;
BLACK PANTHER/T'CHAL,M/CP 23/2;
BLACK PANTHER/T'CHAL,M/CP 24/2;
BLACK PANTHER/T'CHAL,M/CP 25/2;
BLACK PANTHER/T'CHAL,M/CP 26/2;
BLACK PANTHER/T'CHAL,M/CP 27/2;
BLACK PANTHER/T'CHAL,M/CP 28/2;
BLACK PANTHER/T'CHAL,M/CP 29/2;
BLACK PANTHER/T'CHAL,M/CP 30/2;
BLACK PANTHER/T'CHAL,M/CP 31/2;
BLACK PANTHER/T'CHAL,M/CP 32/2;
BLACK PANTHER/T'CHAL,M/CP 33/2;
BLACK PANTHER/T'CHAL,M/CP 34/2;
BLACK PANTHER/T'CHAL,M/CP 35/2;
BLACK PANTHER/T'CHAL,M/CP 36/2;
BLACK PANTHER/T'CHAL,M/CP 37/2;
BLACK PANTHER/T'CHAL,M/FAN 60;
BLACK PANTHER/T'CHAL,M/FEA 10;
BLACK PANTHER/T'CHAL,M/GN 1;
BLACK PANTHER/T'CHAL,M/PRM 51;
BLACK PANTHER/T'CHAL,M/PRM 52;
BLACK PANTHER/T'CHAL,M/PRM 53;
BLACK PANTHER/T'CHAL,MR 1;
BLACK PANTHER/T'CHAL,M/SH3 1/7;
BLACK PANTHER/T'CHAL,M/SS 1;
BLACK PANTHER/T'CHAL,M/TIO 40;
BLACK PANTHER/T'CHAL,M/TIO 41;
BLACK PANTHER/T'CHAL,M/TU 100/2;
BLACK PANTHER/T'CHAL,M/TU 20;
BLACK PANTHER/T'CHAL,M/TU 7/2;
BLACK PANTHER/T'CHAL,M/TU 87;
BLACK PANTHER/T'CHAL,M/TU 9;
BLACK PANTHER/T'CHAL,NT2 18;
BLACK PANTHER/T'CHAL,OE 6;
BLACK PANTHER/T'CHAL,O:MU;
BLACK PANTHER/T'CHAL,PPTSS 11;
BLACK PANTHER/T'CHAL,SOLOA 19/2;
BLACK PANTHER/T'CHAL,SUB-M 14;
BLACK PANTHER/T'CHAL,SUB-M 35;
BLACK PANTHER/T'CHAL,T 233;
BLACK PANTHER/T'CHAL,TOS 97;
BLACK PANTHER/T'CHAL,TOS 98;
BLACK PANTHER/T'CHAL,TOS 98/2;
BLACK PANTHER/T'CHAL,TOS 99;
BLACK PANTHER/T'CHAL,TOS 99/2;
BLACK PANTHER/T'CHAL,TS 20;
BLACK PANTHER/T'CHAL,UX 108;
BLACK PANTHER/T'CHAL,UX 45;
BLACK PANTHER/T'CHAL,WCA 1;
BLACK PANTHER/T'CHAL,WCA 3;
BLACK PANTHER/T'CHAL,WOSM 7;
BLACK PANTHER/T'CHAL,XCAL 59;
BLACK PANTHER/T'CHAL,XCAL 60;
BLACK RAAZER/,NM 7/2;
BLACK RAAZER/,UX 15/2;
BLACK RAAZER/,XF 6/2;
BLACK RACER/,CA 337;
BLACK RACER/,CA 338;
BLACK RACER/,CA 341;
BLACK RACER/,CA 342;
BLACK RACER/,CA 365/2;
BLACK RACER/,CA 367/2;
BLACK RACER/,CA 380;
BLACK RACER/,CA 381;
BLACK RACER/,CA 382;
BLACK RACER/,Q 17;
BLACK RACER/,UX 13;
BLACK, RACHEL,XF 145;
BLACK, RACHEL,XF 146;
BLACK RAZER,M/CP 99/2;
BLACKSHEAR, JONAS,XFOR 72;
BLACKSHEAR, JONAS,XFOR 74;
BLACK SPECTRE/CARSON,MK 25;
BLACK SPECTRE/CARSON,MK4 2;
BLACK SPECTRE/CARSON,MK4 3;
BLACK SPECTRE/CARSON,MK4 4;
BLACK TALON/DESMOND,ST 173;
BLACK TALON III,HTD MAG 9;
BLACK TALON II/SAMUE,A 152;
BLACK TALON II/SAMUE,DPOOL3 29;
BLACK TALON II/SAMUE,S-H2 34;
BLACK TALON II/SAMUE,S-H2 35;
BLACK TALON II/SAMUE,V&SW2 1;
BLACK TALON II/SAMUE,V&SW2 2;
BLACK TALON II/SAMUE,WCA2 2;
BLACK TARANTULA II/C,ASM 419;
BLACK TARANTULA II/C,ASM 420;
BLACK TARANTULA II/C,ASM 421/2;
BLACK TARANTULA II/C,ASM 422;
BLACK TARANTULA II/C,ASM 424;
BLACK TARANTULA II/C,ASM 427;
BLACK TARANTULA II/C,ASM 428;
BLACK TARANTULA II/C,ASM 432;
BLACK TARANTULA II/C,ASM 434;
BLACK TARANTULA II/C,ASM 435;
BLACK TARANTULA II/C,ASM 436;
BLACK TARANTULA II/C,ASMU 22;
BLACK TARANTULA/LAMU,ASM 435;
BLACK TOM CASSIDY,ASM 229;
BLACK TOM CASSIDY,ASM 230;
BLACK TOM CASSIDY,CX 11;
BLACK TOM CASSIDY,CX 16/2;
BLACK TOM CASSIDY,DPOOL2 1;
BLACK TOM CASSIDY,DPOOL2 2;
BLACK TOM CASSIDY,DPOOL2 3;
BLACK TOM CASSIDY,DPOOL2 4;
BLACK TOM CASSIDY,GENX 23;
BLACK TOM CASSIDY,GENX 24;
BLACK TOM CASSIDY,GENX 25;
BLACK TOM CASSIDY,GENX 60;
BLACK TOM CASSIDY,GENX 61;
BLACK TOM CASSIDY,M/TU 150;
BLACK TOM CASSIDY,S-M 16;
BLACK TOM CASSIDY,S-W 37;
BLACK TOM CASSIDY,S-W 38;
BLACK TOM CASSIDY,UX 101;
BLACK TOM CASSIDY,UX 102;
BLACK TOM CASSIDY,UX 103;
BLACK TOM CASSIDY,UX 122;
BLACK TOM CASSIDY,UX 361;
BLACK TOM CASSIDY,UX 369;
BLACK TOM CASSIDY,UX 99;
BLACK TOM CASSIDY,X 88;
BLACK TOM CASSIDY,XFOR 1;
BLACK TOM CASSIDY,XFOR 2;
BLACK TOM CASSIDY,XFOR 3;
BLACK TOM CASSIDY,X-FOR 31;
BLACK TOM CASSIDY,XFOR 4;
BLACK TOM CASSIDY,XFOR 5;
BLACK TOM CASSIDY,XFOR 91;
BLACK TOM CASSIDY,XMF 3;
BLACKWELL,PUN2 73;
BLACKWELL,PUN2 74;
BLACKWELL,PUN2 75;
BLACK WIDOW DOPPELGA,IW 1;
BLACK WIDOW II/YELEN,BW 1;
BLACK WIDOW II/YELEN,BW 2;
BLACK WIDOW II/YELEN,BW2 1;
BLACK WIDOW II/YELEN,BW2 2;
BLACK WIDOW II/YELEN,BW 3;
BLACK WIDOW II/YELEN,INH2 5;
